Country,Internet_use,energy_eff,reduce_energy,confident_energy,coal_energy,natural_gas,hydroelectric,nuclear,solar,wind,biomass,worried_expensive,worried_fossil,worried_disaster,worried_insufpower,worried_techfail,climate_change,climatechng_thoughts,clmthgt2,ccnthum,personal_resp,worried_cc,cc_good_bad,reduce_cc,largeno_limitenergy,govt_reducecc,reduce_ownuse,favour_taxff,favour_subsidiseRE,ban_appliance,gender,age,marriage,highest_education,household_income,father_education,mother_education,care_environment
IL,5,6,3,6,1,1,5,3,1,5,5,3,1,1,1,1,2,6,1,3,8,2,6,9,8,10,5,1,1,1,2,40,66,620,3,620,620,3
IL,8,0,1,88,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,2,42,66,311,3,0,113,2
IL,5,5,2,8,1,1,5,5,1,1,5,3,1,1,1,1,4,1,6,66,66,6,66,66,66,66,66,8,8,8,1,86,66,321,3,0,0,3
IL,5,10,3,10,5,1,3,3,1,4,55,4,1,1,1,1,2,6,3,3,10,1,3,6,9,10,10,8,1,1,2,70,66,720,3,8888,311,4
IL,4,10,4,5,3,3,5,5,4,4,5,2,2,2,2,2,1,6,3,4,4,2,0,3,3,4,0,5,1,4,1,79,66,422,6,213,0,3
IL,4,9,4,7,2,3,5,5,3,5,5,4,3,3,3,3,1,6,4,5,8,1,1,8,5,6,1,5,2,4,1,75,66,620,8,113,113,3
IL,5,10,4,4,2,4,5,5,4,4,88,4,4,3,2,2,1,6,5,3,9,4,2,10,6,8,7,5,2,2,1,25,6,313,88,520,620,3
IL,5,8,4,4,2,2,4,5,4,5,5,2,2,8,8,8,1,6,2,3,4,4,0,0,0,0,0,3,2,3,1,46,66,520,6,422,422,3
IL,5,4,4,4,3,2,5,5,5,5,5,3,3,2,2,2,1,6,4,3,9,4,1,9,2,1,0,7,7,7,2,20,6,313,88,313,313,1
IL,5,10,4,6,3,3,5,88,2,4,5,5,3,4,4,4,1,6,3,3,6,5,6,3,5,6,6,5,5,2,2,45,66,313,4,113,0,2
IL,5,9,5,2,88,88,88,88,88,88,88,4,2,2,2,2,1,6,2,2,0,1,2,0,0,3,0,5,2,5,2,60,4,720,9,113,113,3
IL,3,10,3,5,2,3,5,5,4,5,5,3,4,4,4,4,1,6,4,3,8,4,0,4,1,5,0,3,2,3,1,70,66,520,7,113,0,2
IL,5,10,4,5,4,3,88,5,3,4,88,4,4,4,2,2,1,6,4,3,8,4,0,3,1,5,2,5,1,3,2,42,66,720,77,313,620,1
IL,4,8,4,5,2,4,5,5,4,4,5,3,4,3,1,3,1,6,3,3,2,2,3,7,6,6,3,5,1,1,2,44,4,720,77,720,520,3
IL,5,6,4,6,88,1,88,88,88,88,55,5,2,2,2,2,8,6,1,3,6,2,5,10,5,10,6,4,2,2,1,75,66,323,3,8888,321,3
IL,5,6,4,8,4,1,5,5,1,5,55,3,1,3,1,3,2,6,1,88,0,1,88,88,88,88,88,8,8,8,2,48,66,800,3,620,422,2
IL,1,5,2,6,4,2,5,4,2,4,55,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,0,4,1,1,2,18,6,313,88,620,620,1
IL,5,10,4,10,3,1,5,5,1,5,55,4,1,3,1,3,2,6,1,88,0,1,88,10,3,10,6,4,2,1,2,42,66,620,3,313,610,1
IL,5,5,2,88,1,1,5,1,1,5,55,1,1,1,1,1,8,6,1,88,0,1,88,88,88,88,88,3,1,1,1,18,6,313,88,720,720,1
IL,5,10,3,7,88,1,88,88,1,88,88,3,1,2,2,2,8,6,1,88,88,1,88,88,88,88,88,4,2,3,2,70,66,620,3,113,213,4
IL,5,8,3,10,88,88,88,88,88,88,88,3,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,5,2,1,1,68,66,620,3,620,620,8
IL,5,10,4,10,3,2,5,5,1,5,55,4,1,1,1,1,8,6,1,88,88,1,0,88,88,88,88,3,3,3,2,48,66,720,3,720,620,1
IL,5,10,4,10,3,1,5,5,1,5,5,3,1,1,1,1,8,6,1,88,88,1,0,5,8,8,88,5,3,2,1,69,66,422,3,313,313,1
IL,5,10,3,10,1,1,5,5,1,5,5,3,1,1,1,1,2,6,2,3,6,1,0,10,10,10,10,1,1,1,2,41,66,720,3,620,620,2
IL,5,8,4,10,3,1,5,5,2,5,5,4,1,2,2,2,2,6,1,88,88,1,0,88,88,88,88,3,2,2,1,66,66,720,3,620,620,2
IL,5,5,3,10,2,1,5,5,1,5,5,2,1,1,1,3,2,6,1,3,6,1,0,10,5,10,5,3,1,1,1,55,66,710,3,213,311,2
IL,5,10,3,10,4,1,5,5,1,5,5,3,1,1,1,1,2,6,1,3,10,1,5,10,10,10,10,2,1,1,1,66,66,720,3,8888,8888,3
IL,5,10,3,6,88,1,88,88,1,88,88,1,1,1,1,1,2,6,1,88,0,1,88,88,88,88,88,4,1,1,2,62,66,720,3,620,620,3
IL,5,5,4,10,3,1,5,5,1,5,55,3,1,2,2,4,2,6,1,88,88,1,88,88,88,88,88,4,1,1,1,19,6,313,88,620,720,2
IL,1,10,3,88,5,5,5,5,1,5,5,4,1,1,1,1,8,6,1,88,88,1,88,88,88,10,0,3,1,1,2,63,66,620,3,8888,8888,3
IL,5,5,1,88,5,1,5,5,1,5,5,3,1,2,2,2,2,6,1,4,5,2,0,5,5,10,6,3,1,1,1,59,66,620,3,113,113,3
IL,5,77,3,88,77,77,77,77,77,77,77,1,1,1,1,1,8,6,1,3,10,1,0,10,5,10,5,8,8,8,1,62,66,710,3,8888,113,7
IL,5,88,3,88,88,88,88,88,1,88,88,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,1,56,66,800,4,620,620,1
IL,5,0,1,88,88,88,88,88,88,88,88,4,1,1,1,1,2,6,1,88,0,1,88,88,88,88,88,5,3,3,2,45,4,422,3,720,620,3
IL,4,5,4,5,2,4,5,5,4,4,88,5,4,1,1,1,1,6,2,5,0,3,5,0,0,0,0,5,1,5,1,64,66,620,6,313,8888,3
IL,5,9,4,5,1,3,5,5,3,4,5,4,4,1,1,1,1,6,2,4,2,3,0,2,2,3,0,4,2,4,1,72,66,720,77,213,113,3
IL,5,10,4,4,4,2,5,88,4,4,88,2,1,2,2,2,1,6,4,3,5,3,0,1,1,4,0,5,1,3,1,999,66,710,77,720,620,3
IL,4,5,4,5,2,2,5,5,4,4,5,1,2,3,3,3,1,6,2,4,3,1,0,2,2,4,1,5,1,4,1,65,66,720,7,313,620,3
IL,5,7,3,5,4,5,5,5,4,4,88,3,3,3,1,3,1,6,4,3,0,3,0,3,2,4,0,4,2,4,1,59,66,720,77,213,520,3
IL,4,9,4,7,3,2,5,5,4,4,5,3,3,2,2,2,1,6,4,3,5,3,5,4,3,3,0,4,1,4,2,57,66,710,7,113,113,1
IL,5,10,4,2,2,4,5,5,4,5,5,3,3,3,3,3,2,6,2,4,2,5,2,0,0,4,0,5,2,4,1,63,66,620,77,313,313,3
IL,1,10,4,9,4,2,5,5,4,4,88,4,4,3,3,3,1,6,5,4,0,5,5,0,0,3,0,5,2,3,2,64,66,313,77,213,313,2
IL,5,8,4,5,2,2,4,88,4,4,5,4,5,3,3,3,1,6,4,3,4,5,0,3,2,4,1,5,2,4,1,25,6,313,88,520,313,2
IL,5,10,4,7,2,88,2,55,4,4,55,3,3,8,8,8,1,6,3,3,2,4,2,3,2,4,0,4,2,4,2,22,6,313,88,620,620,2
IL,1,88,1,88,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,88,8,88,88,88,88,88,8,8,8,1,47,66,311,3,313,620,6
IL,5,0,1,88,88,88,88,88,88,88,88,8,8,8,8,8,8,6,1,88,88,1,88,88,88,88,88,8,8,8,1,19,6,311,3,311,520,7
IL,1,88,1,88,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,1,32,66,311,3,311,113,8
IL,1,0,1,0,88,88,88,88,88,88,88,4,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,1,37,66,311,3,311,311,7
IL,1,88,88,88,88,88,88,88,88,88,88,8,8,8,8,8,8,6,8,88,88,8,88,88,88,88,88,8,8,8,1,32,66,113,2,113,113,8
IL,1,0,1,0,88,88,88,88,88,88,55,4,8,8,8,8,8,6,1,88,88,1,88,88,88,88,88,5,8,8,1,50,66,313,3,113,113,8
IL,1,88,88,88,88,88,88,88,88,88,88,8,8,8,8,8,8,6,8,88,88,8,88,88,88,88,88,8,8,8,1,35,66,311,2,311,113,7
IL,1,0,1,88,88,88,88,88,88,88,88,8,8,8,8,8,8,6,1,88,88,8,88,88,88,88,88,8,8,8,2,30,66,422,2,321,113,7
IL,1,77,88,88,88,88,88,88,88,55,88,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,7,7,7,2,31,66,520,2,311,213,8
IL,1,77,77,77,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,0,1,88,88,88,88,88,8,8,8,1,21,6,311,88,323,113,7
IL,5,88,3,88,5,1,5,5,5,5,5,3,1,1,1,1,2,6,1,88,88,1,88,88,88,88,88,4,2,3,1,81,5,113,2,422,113,8
IL,5,10,3,8,88,1,88,88,88,88,88,1,1,1,1,1,8,6,1,88,6,1,88,88,88,88,88,4,1,1,2,59,66,610,3,113,113,7
IL,5,6,3,88,3,1,4,5,1,5,5,5,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,1,64,4,720,3,620,720,2
IL,5,10,2,10,3,1,5,5,1,5,55,3,1,1,1,1,2,6,1,88,88,1,88,88,88,88,0,4,1,1,1,46,66,620,3,113,113,2
IL,5,0,2,5,1,1,1,5,1,1,5,4,1,1,1,1,2,6,2,3,5,2,5,0,5,10,5,4,2,3,1,64,66,422,3,8888,422,2
IL,5,0,3,88,2,2,5,5,2,5,55,2,2,2,2,2,8,6,1,88,0,1,88,88,88,88,88,4,3,3,1,42,66,520,3,311,113,2
IL,5,6,3,8,88,1,88,88,1,88,88,4,1,1,1,1,2,6,1,88,0,1,88,88,88,88,88,3,3,3,2,26,66,610,88,620,720,2
IL,1,0,1,88,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,88,1,88,88,88,88,88,8,8,8,2,86,5,113,2,113,113,7
IL,5,6,5,10,3,1,5,5,1,5,55,5,1,1,1,1,8,6,1,88,0,1,88,88,88,88,0,5,2,2,1,24,6,520,2,0,0,3
IL,1,88,3,88,88,88,88,88,88,88,88,1,1,8,8,8,8,6,1,88,0,1,88,88,88,88,88,8,8,8,2,75,66,0,2,0,0,7
IL,5,77,6,0,5,4,2,5,1,1,1,4,5,3,3,3,2,6,2,4,0,2,0,0,0,4,0,5,1,1,1,35,6,520,88,321,321,1
IL,5,10,5,0,88,88,88,88,1,88,88,4,3,3,2,2,8,6,1,88,0,1,88,88,88,88,88,5,1,3,2,27,66,313,2,8888,313,4
IL,5,9,5,8,88,88,88,88,1,88,88,4,1,3,2,2,2,6,2,4,0,2,1,88,88,88,0,3,1,1,2,56,66,520,4,0,0,3
IL,5,7,5,0,4,1,2,2,1,3,2,4,4,2,2,2,1,6,8,4,0,3,88,6,1,1,0,2,1,2,1,20,6,313,88,423,620,3
IL,5,8,4,88,88,88,88,88,1,88,88,4,2,2,2,2,3,6,1,55,66,6,66,66,66,66,66,5,1,8,1,21,6,313,88,8888,8888,8
IL,5,10,5,5,88,88,88,88,88,88,88,5,4,5,4,4,2,6,1,3,7,3,4,5,5,7,0,5,2,2,2,25,6,311,88,0,8888,2
IL,5,10,3,88,88,88,88,88,88,88,88,2,2,2,2,2,2,6,1,88,0,2,88,88,88,88,88,5,1,8,1,21,6,422,88,610,610,3
IL,5,9,6,0,88,88,88,88,88,88,88,5,8,4,1,3,3,6,1,55,66,6,66,66,66,66,66,8,1,1,2,83,4,213,88,8888,8888,7
IL,2,10,5,0,88,88,88,88,1,88,55,5,8,4,3,3,2,6,1,2,0,3,88,88,88,88,0,5,1,2,2,61,66,213,3,8888,0,1
IL,5,10,6,4,4,2,4,5,2,4,55,4,3,3,2,2,2,6,3,4,6,3,4,8,4,6,0,3,1,2,2,54,66,710,6,0,113,3
IL,5,9,4,6,3,3,2,3,1,1,3,5,4,4,4,3,1,6,3,3,6,4,3,7,4,3,5,4,3,3,2,24,6,610,88,8888,620,3
IL,5,10,6,88,2,1,4,2,1,3,4,2,2,4,2,2,1,6,3,4,2,3,4,3,3,5,0,4,1,1,2,54,4,720,8,720,720,4
IL,5,10,6,10,4,2,1,5,1,1,1,2,4,2,2,2,2,6,3,4,10,3,3,7,7,5,8,1,1,2,2,54,66,800,9,311,321,1
IL,4,7,5,8,4,1,1,3,1,1,2,4,3,3,2,5,2,6,4,4,8,4,2,8,3,3,2,4,1,4,1,50,66,520,88,620,313,1
IL,5,10,5,6,4,2,3,5,1,1,2,4,5,5,4,4,1,6,3,4,6,3,1,8,6,8,8,5,2,2,2,48,5,520,6,720,520,1
IL,5,10,6,7,4,2,1,5,1,1,5,5,5,4,4,3,1,6,5,4,5,4,2,8,4,6,8,4,1,2,2,45,66,720,9,610,8888,1
IL,5,3,3,8,3,4,2,4,1,1,5,3,3,2,3,2,1,6,3,5,6,3,7,8,3,4,5,2,3,2,1,19,6,313,10,620,620,2
IL,5,10,6,6,5,2,2,5,1,1,5,2,4,2,2,2,1,6,4,4,10,4,2,10,2,4,9,4,1,2,1,53,66,620,77,0,313,6
IL,5,9,5,8,88,88,88,88,1,3,3,4,4,4,4,4,1,6,4,2,5,4,4,6,7,7,7,4,1,2,2,53,66,610,7,113,620,3
IL,5,8,5,8,4,2,2,2,1,1,4,5,4,4,4,3,1,6,4,4,8,4,3,9,6,6,7,2,1,5,1,51,66,720,77,321,321,2
IL,5,10,6,8,3,2,2,3,1,1,2,2,4,3,2,2,1,6,4,5,9,3,0,9,6,7,5,4,1,2,2,23,6,620,88,720,313,2
IL,5,8,4,7,4,2,5,4,3,4,5,2,2,2,2,2,1,6,4,4,5,3,2,1,1,1,1,2,1,2,1,53,66,720,10,321,720,1
IL,5,9,6,8,4,2,1,3,1,1,2,3,2,3,2,3,2,6,4,3,8,3,3,7,2,3,4,4,2,4,1,57,66,620,77,321,311,2
IL,5,10,6,5,5,1,5,5,5,5,5,4,5,4,3,4,1,6,5,3,10,4,8,4,7,4,2,3,4,3,1,37,77,520,77,620,620,7
IL,5,88,1,88,88,88,88,88,88,88,88,1,1,1,1,1,8,6,1,88,4,1,88,88,6,88,5,4,1,5,2,19,6,313,88,422,321,3
IL,3,10,4,6,1,5,5,4,4,5,5,4,3,3,4,2,1,6,3,3,4,3,1,3,4,1,6,4,1,3,2,25,66,610,77,311,311,3
IL,2,7,3,7,88,88,88,88,88,88,88,8,3,3,2,3,3,6,3,3,6,3,7,5,7,4,6,3,1,4,2,48,77,311,6,313,113,3
IL,5,8,3,6,3,3,5,5,5,5,5,3,2,4,2,4,2,6,2,3,5,2,4,6,2,4,6,3,2,4,2,69,5,720,6,720,620,3
IL,5,0,88,88,2,3,5,5,3,5,5,3,3,3,1,4,3,6,1,55,66,6,66,66,66,66,66,4,2,1,1,35,66,311,6,313,8888,4
IL,4,3,3,5,88,88,88,88,88,88,88,2,2,2,2,2,2,6,2,1,1,3,4,3,2,3,2,3,1,4,1,29,66,520,5,610,520,4
IL,4,4,1,3,2,88,88,88,88,4,88,3,3,3,1,4,3,6,3,3,8,4,4,8,8,8,5,3,1,3,2,51,66,311,5,8888,311,4
IL,5,8,3,7,3,4,2,5,5,5,5,2,3,2,1,3,2,6,4,3,5,3,7,3,4,7,3,2,1,4,2,40,66,213,5,311,113,2
IL,2,10,6,5,1,4,4,4,3,4,4,5,5,4,4,4,1,6,5,4,10,4,2,6,6,7,9,1,1,2,2,29,6,620,8,520,520,1
IL,4,8,3,6,88,88,88,88,88,88,88,4,4,2,2,2,2,6,1,3,5,8,88,88,88,4,88,4,3,2,2,26,4,311,6,213,8888,2
IL,2,6,4,5,3,2,3,4,1,3,4,3,2,2,2,2,2,6,3,3,5,2,6,6,5,5,2,4,3,5,1,20,6,313,5,313,610,5
IL,5,10,5,6,88,88,2,88,2,3,88,4,3,5,3,4,2,6,4,3,0,2,4,8,2,3,1,3,2,1,2,60,66,620,77,323,313,4
IL,5,10,4,10,5,1,1,1,1,1,1,3,5,4,4,4,1,6,3,4,9,3,0,3,4,2,2,2,1,1,2,52,66,720,5,610,520,2
IL,5,9,4,7,3,2,1,88,1,2,1,2,3,3,2,2,2,6,4,3,7,3,3,7,4,7,6,5,2,4,1,20,6,313,88,800,800,2
IL,4,4,4,8,4,3,1,3,1,1,3,3,3,2,2,3,2,6,3,4,5,2,3,4,5,5,5,3,2,4,1,50,66,312,77,720,620,3
IL,4,8,4,9,88,88,88,88,88,88,88,2,2,1,1,2,2,6,1,3,4,1,5,8,4,4,6,3,4,4,1,60,66,720,7,113,113,5
IL,5,3,4,5,88,2,2,4,1,2,1,3,2,2,2,2,2,6,2,4,5,2,4,6,4,5,3,4,2,4,1,27,6,313,88,720,720,1
IL,5,7,4,8,88,88,88,88,88,88,88,3,2,2,2,2,2,6,3,2,2,2,4,3,4,5,3,4,8,8,1,24,6,312,88,610,610,4
IL,5,10,6,9,5,1,1,5,1,5,5,5,3,4,4,4,4,4,6,66,66,6,66,66,66,66,66,4,4,4,2,45,66,800,8,720,313,3
IL,5,10,6,3,4,1,1,5,1,1,1,5,5,5,5,4,3,6,3,3,9,3,9,9,4,6,5,4,1,1,1,59,66,720,6,113,0,2
IL,3,7,5,4,5,3,5,3,4,2,3,1,3,5,4,4,1,6,4,3,6,4,0,6,7,7,2,4,3,3,2,999,66,313,77,313,313,1
IL,5,8,4,8,88,88,4,88,3,3,4,3,3,2,2,3,2,6,4,3,8,3,7,7,6,7,5,2,2,4,2,17,6,311,88,8888,620,2
IL,4,9,4,1,2,1,2,4,1,1,4,3,2,3,3,3,4,2,6,66,66,6,66,66,66,66,66,4,1,2,2,55,66,720,8,520,321,2
IL,5,10,6,5,88,88,88,88,88,88,88,2,2,3,4,4,1,6,4,4,9,3,0,8,6,9,9,4,1,1,2,44,66,610,6,321,313,4
IL,4,10,5,3,5,3,1,5,1,2,3,4,4,2,4,4,2,6,3,4,0,3,3,8,4,5,8,4,1,2,1,71,66,422,3,8888,8888,1
IL,5,1,4,7,4,3,2,5,1,1,2,4,3,1,3,2,2,6,1,4,0,1,4,10,0,6,3,2,2,3,1,15,6,213,88,422,422,3
IL,5,10,6,8,4,3,2,2,1,1,2,4,1,3,3,2,2,6,5,4,4,4,0,8,1,2,6,3,2,1,1,18,6,213,88,422,610,1
IL,5,4,4,3,3,3,1,4,1,1,1,4,4,5,5,2,1,6,3,4,3,3,2,4,2,5,3,4,2,3,1,17,6,213,88,610,422,3
IL,5,8,4,0,5,1,1,1,1,1,1,5,5,3,3,3,1,6,1,4,5,3,3,10,5,8,8,5,2,3,1,59,66,422,9,113,0,3
IL,5,10,6,2,4,3,3,5,1,2,1,5,5,4,4,4,1,6,4,4,10,4,1,10,2,5,8,1,1,1,2,46,4,620,8,620,8888,1
IL,5,10,5,8,5,3,2,5,1,1,4,4,4,5,3,3,1,6,4,4,8,4,4,5,7,6,10,5,1,4,1,33,66,422,6,422,422,2
IL,5,10,4,5,4,1,1,5,1,1,2,4,3,5,5,5,1,6,4,4,9,4,4,7,4,5,6,3,2,2,1,63,66,323,77,8888,8888,1
IL,5,5,3,6,5,2,4,5,1,4,4,3,3,4,2,4,1,6,4,3,5,3,3,3,5,7,5,4,2,4,2,66,66,720,7,321,213,2
IL,5,6,6,2,5,5,2,5,1,2,3,5,3,5,4,3,1,6,1,4,0,3,3,4,5,5,3,5,1,3,2,66,6,610,2,213,422,2
IL,5,0,4,7,3,2,2,4,2,2,3,4,4,4,2,3,1,6,3,4,5,3,1,8,4,4,5,4,2,2,2,26,6,610,3,313,422,1
IL,5,3,88,88,2,5,5,5,5,5,5,2,2,2,2,2,1,6,1,3,2,2,4,2,0,0,10,3,4,3,1,34,6,413,8,321,321,3
IL,5,5,3,5,1,5,5,5,4,5,5,1,1,1,1,1,1,6,3,5,8,3,7,6,2,8,3,4,4,3,1,36,66,311,8,610,213,4
IL,5,7,4,7,3,4,5,4,88,5,5,1,1,1,1,1,3,6,1,1,0,1,2,3,5,4,6,3,1,3,2,48,4,520,7,113,8888,5
IL,5,8,3,7,2,4,5,5,4,5,5,1,1,1,2,2,2,6,1,3,10,1,3,88,2,6,88,3,2,3,1,52,4,311,7,321,213,3
IL,5,8,3,7,2,4,5,5,4,5,5,3,3,3,2,3,3,6,4,5,8,4,6,10,4,4,7,3,3,3,2,26,6,610,7,620,620,5
IL,5,2,2,2,77,77,77,77,77,77,77,1,1,2,3,4,2,6,1,3,5,3,6,4,9,5,3,3,2,4,1,40,66,610,77,311,323,2
IL,4,8,3,8,1,4,5,5,3,5,5,2,1,3,2,3,1,6,5,5,10,5,0,3,5,8,6,5,5,2,1,55,66,720,9,520,620,3
IL,3,9,1,5,2,4,5,5,4,5,5,4,4,3,4,2,2,6,3,4,3,3,4,4,5,4,5,2,3,2,2,51,66,313,8,113,0,6
IL,5,7,3,7,1,4,5,5,5,3,4,3,3,3,3,3,1,6,3,5,8,4,8,7,7,4,5,4,2,3,1,53,66,610,10,113,0,4
IL,2,1,1,10,77,77,77,77,77,77,77,3,3,3,2,4,3,6,3,3,0,1,88,88,88,88,10,3,2,3,2,34,66,313,77,213,213,5
IL,5,10,3,2,88,88,88,88,88,88,88,1,2,3,1,1,1,6,3,3,7,3,7,7,4,9,5,3,2,3,1,80,66,620,77,311,0,3
IL,4,10,3,7,3,3,88,88,88,88,88,3,2,2,3,2,2,6,1,2,3,1,3,4,3,0,4,4,2,4,2,999,66,710,88,313,321,2
IL,5,7,3,2,4,3,88,88,88,88,88,1,2,2,2,3,3,6,2,3,1,2,88,88,88,1,3,3,1,3,1,37,4,311,88,520,8888,6
IL,5,6,4,10,88,88,88,88,88,88,88,1,1,1,1,2,2,6,2,3,5,2,88,9,3,5,3,2,2,2,1,48,66,313,9,5555,113,4
IL,8,8,3,5,2,5,88,88,5,5,5,1,2,4,1,2,1,6,1,3,2,2,7,6,6,5,6,4,1,2,2,42,6,620,9,620,610,4
IL,5,10,3,2,88,1,3,4,3,2,3,3,3,3,3,3,1,6,2,4,7,2,3,8,8,8,7,3,3,2,2,42,66,610,77,620,610,3
IL,5,10,3,6,1,4,4,5,4,4,5,1,3,2,2,2,1,6,3,3,10,3,0,8,4,4,6,4,2,3,2,42,66,720,9,620,610,4
IL,5,8,3,7,4,4,1,5,1,1,1,3,3,3,4,2,2,6,3,3,9,3,8,6,4,6,2,3,1,3,1,40,66,710,10,423,720,5
IL,5,6,2,3,3,3,88,88,88,88,88,1,2,2,1,2,3,6,8,88,88,8,5,5,5,5,5,3,3,3,2,50,4,313,6,321,8888,3
IL,5,10,3,1,88,88,88,88,88,88,88,1,2,2,3,2,2,6,1,3,4,3,5,5,5,2,5,4,3,2,2,63,66,313,8,311,113,3
IL,5,10,6,5,1,3,5,5,2,4,5,2,2,3,1,2,1,6,2,5,6,2,4,5,6,6,2,3,3,3,2,49,66,520,10,213,213,3
IL,1,10,1,0,88,1,88,3,1,88,2,5,1,5,5,4,8,6,1,88,88,1,88,88,88,88,88,5,5,2,2,77,66,0,88,8888,8888,8
IL,5,0,4,3,3,2,1,88,2,2,3,4,3,4,3,1,1,6,3,5,6,3,3,6,2,6,5,4,2,3,1,15,6,213,88,321,321,4
IL,1,9,2,2,5,2,1,5,1,1,1,4,4,2,2,2,1,6,5,4,5,4,0,6,3,2,3,3,2,4,1,60,66,422,77,0,0,2
IL,1,4,5,2,5,2,4,5,2,3,5,5,4,5,1,3,1,6,2,2,0,3,2,6,0,0,2,5,2,1,2,66,66,113,2,8888,0,2
IL,4,7,4,5,3,1,5,5,1,5,4,4,3,2,2,4,1,6,3,3,6,4,3,9,2,3,7,5,2,2,1,22,6,312,88,321,720,2
IL,5,10,5,1,3,1,1,2,1,1,1,4,5,1,1,2,1,6,4,5,10,5,0,10,2,3,10,5,1,2,1,26,6,620,6,422,720,1
IL,1,10,6,0,5,3,1,5,1,1,5,4,4,1,1,1,2,6,2,3,2,1,5,8,3,3,0,2,1,1,2,70,66,213,1,8888,0,1
IL,5,10,4,7,4,2,1,88,1,2,1,5,5,5,3,2,1,6,4,4,8,4,0,10,5,7,9,5,1,1,2,43,66,520,77,113,520,1
IL,4,9,3,5,4,1,3,4,1,2,2,2,3,2,2,2,3,6,3,3,6,2,88,5,3,5,4,4,1,2,2,31,66,620,4,113,313,3
IL,4,10,4,7,4,3,2,5,2,2,2,4,5,4,2,3,1,6,4,4,1,3,2,8,3,4,7,2,2,2,2,39,66,610,5,113,213,2
IL,5,6,5,5,3,2,2,5,1,2,2,5,5,5,4,5,2,6,1,1,88,3,88,4,2,0,2,3,2,4,2,17,6,213,88,8888,8888,3
IL,4,9,6,5,3,3,2,5,1,1,1,3,4,3,3,3,1,6,2,3,7,3,2,5,7,7,5,2,2,4,2,60,66,620,7,313,113,1
IL,4,0,3,0,3,4,3,5,1,3,1,2,2,1,2,3,1,6,1,1,0,2,5,8,1,5,0,4,4,4,2,63,4,321,1,8888,0,2
IL,1,10,5,4,4,1,2,3,1,1,2,4,5,1,2,2,2,6,3,4,8,3,3,3,5,5,10,4,2,1,1,65,66,422,2,8888,422,1
IL,1,10,4,5,5,3,1,5,1,1,1,5,5,5,5,3,1,6,5,5,0,5,0,0,8,8,0,5,1,1,1,64,66,321,5,113,113,8
IL,1,7,6,3,4,3,1,5,1,2,4,3,3,2,3,3,3,6,2,3,0,2,2,8,1,3,1,2,1,2,1,79,66,313,2,312,8888,3
IL,5,0,5,5,3,1,1,3,1,1,1,4,5,4,3,3,1,6,3,3,8,4,2,8,6,5,8,2,1,2,2,16,6,213,88,423,720,1
IL,5,4,4,3,4,2,2,5,1,1,2,4,5,2,3,2,2,6,2,3,5,2,4,5,5,5,2,5,5,4,1,23,6,323,88,520,313,3
IL,1,8,4,8,88,3,2,2,2,2,88,4,3,3,2,4,2,6,1,3,0,1,5,8,5,5,0,3,3,3,2,41,66,422,5,312,311,4
IL,5,5,6,3,5,1,1,2,1,1,3,4,5,5,3,4,2,6,1,3,3,2,3,7,4,4,4,3,1,2,1,70,66,720,7,321,311,2
IL,1,3,4,2,3,1,2,4,2,2,3,2,2,2,3,1,1,6,1,4,1,2,2,7,2,0,1,4,2,5,2,17,6,213,88,312,710,4
IL,5,0,3,2,3,2,5,4,1,3,3,4,5,3,4,1,1,6,3,4,9,4,0,9,6,4,5,4,3,2,2,18,6,213,88,113,0,3
IL,5,9,4,1,4,1,5,5,1,2,3,4,4,3,3,2,1,6,3,5,2,3,0,2,1,3,7,4,1,2,2,63,66,520,5,321,311,3
IL,5,10,4,5,3,3,3,4,1,1,1,4,4,5,5,3,1,6,3,3,5,2,1,6,4,4,5,4,2,1,2,32,66,520,2,8888,313,3
IL,5,9,5,7,2,1,1,4,1,2,4,3,4,2,2,4,1,6,2,5,6,3,0,10,4,4,6,5,2,2,1,24,66,313,77,710,610,1
IL,5,10,3,2,3,2,4,5,1,1,5,5,5,4,4,4,1,6,3,4,3,3,1,10,3,3,6,5,5,1,2,41,66,520,5,423,520,3
IL,5,10,5,6,5,1,4,5,1,1,1,5,5,4,1,2,1,6,2,4,5,2,2,7,6,4,8,5,2,1,2,42,66,520,6,8888,8888,1
IL,1,8,5,4,3,2,5,5,2,5,3,4,1,2,2,3,1,6,3,4,1,3,4,5,5,5,2,4,2,2,1,71,66,313,2,8888,113,2
IL,5,8,2,1,2,2,5,5,2,1,1,2,1,1,1,1,2,6,2,4,0,3,0,1,1,5,1,4,2,5,2,17,6,213,88,422,313,6
